cultivo,campania,provincia,departamento,id_provincia,id_departamento,sup_sembrada_ha,sup_cosechada_ha,produccion_tn,rendimiento_kg_ha,codigo_indec
Soja,2021/22,BUENOS AIRES,LINCOLN,6,469,146000,143500,435075,3032,06469
Soja,2022/23,BUENOS AIRES,LINCOLN,6,469,155000,143330,245934,1716,06469
Soja,2023/24,BUENOS AIRES,LINCOLN,6,469,150000,146800,458030,3120,06469
Soja,2024/25,BUENOS AIRES,LINCOLN,6,469,164000,160800,484630,3014,06469
Soja,2021/22,BUENOS AIRES,LOBERIA,6,476,101165,101165,167665,1657,06476
Soja,2022/23,BUENOS AIRES,LOBERIA,6,476,99957,99957,234550,2347,06476
Soja,2023/24,BUENOS AIRES,LOBERIA,6,476,141250,141250,304690,2157,06476
Soja,2024/25,BUENOS AIRES,LOBERIA,6,476,141119,141119,346318,2454,06476
Soja,2021/22,BUENOS AIRES,LOBOS,6,483,29021,28516,80663,2829,06483
Soja,2022/23,BUENOS AIRES,LOBOS,6,483,28150,27653,47129,1704,06483
Soja,2023/24,BUENOS AIRES,LOBOS,6,483,31930,31338,76673,2447,06483
Soja,2024/25,BUENOS AIRES,LOBOS,6,483,33031,32286,82309,2549,06483
Soja,2021/22,BUENOS AIRES,LUJAN,6,497,13800,13200,37600,2848,06497
Soja,2022/23,BUENOS AIRES,LUJAN,6,497,14700,8500,12880,1515,06497
Soja,2023/24,BUENOS AIRES,LUJAN,6,497,16000,15400,45760,2971,06497
Soja,2024/25,BUENOS AIRES,LUJAN,6,497,19000,17900,46500,2598,06497
Soja,2021/22,BUENOS AIRES,MAGDALENA,6,505,2370,2220,6752,3041,06505
Soja,2022/23,BUENOS AIRES,MAGDALENA,6,505,3070,820,1312,1600,06505
Soja,2023/24,BUENOS AIRES,MAGDALENA,6,505,2700,2550,6690,2624,06505
Soja,2024/25,BUENOS AIRES,MAGDALENA,6,505,5500,4800,13470,2806,06505
Soja,2021/22,BUENOS AIRES,MAIPU,6,511,5400,5400,12690,2350,06511
Soja,2022/23,BUENOS AIRES,MAIPU,6,511,7600,7600,16520,2174,06511
Soja,2023/24,BUENOS AIRES,MAIPU,6,511,7900,7900,18012,2280,06511
Soja,2024/25,BUENOS AIRES,MAIPU,6,511,7200,7200,15688,2179,06511
Soja,2021/22,BUENOS AIRES,MAR CHIQUITA,6,518,11700,11700,29460,2518,06518
Soja,2022/23,BUENOS AIRES,MAR CHIQUITA,6,518,11900,11900,28860,2425,06518
Soja,2023/24,BUENOS AIRES,MAR CHIQUITA,6,518,12500,12500,34388,2751,06518
Soja,2024/25,BUENOS AIRES,MAR CHIQUITA,6,518,10600,10600,24280,2291,06518
Soja,2021/22,BUENOS AIRES,MARCOS PAZ,6,525,7100,6700,17590,2625,06525
Soja,2022/23,BUENOS AIRES,MARCOS PAZ,6,525,7580,2080,2788,1340,06525
Soja,2023/24,BUENOS AIRES,MARCOS PAZ,6,525,4500,4100,11740,2863,06525
Soja,2024/25,BUENOS AIRES,MARCOS PAZ,6,525,5000,4200,10200,2429,06525
Soja,2021/22,BUENOS AIRES,MERCEDES,6,532,22360,20128,47742,2372,06532
Soja,2022/23,BUENOS AIRES,MERCEDES,6,532,23600,2000,1966,983,06532
Soja,2023/24,BUENOS AIRES,MERCEDES,6,532,20035,19898,63367,3185,06532
Soja,2024/25,BUENOS AIRES,MERCEDES,6,532,25000,24837,44125,1777,06532
Soja,2021/22,BUENOS AIRES,MONTE,6,547,32328,31919,98688,3092,06547
Soja,2022/23,BUENOS AIRES,MONTE,6,547,32524,32127,63073,1963,06547
Soja,2023/24,BUENOS AIRES,MONTE,6,547,44384,43638,107399,2461,06547
Soja,2024/25,BUENOS AIRES,MONTE,6,547,47292,46268,124723,2696,06547
Soja,2021/22,BUENOS AIRES,NAVARRO,6,574,25093,24737,74778,3023,06574
Soja,2022/23,BUENOS AIRES,NAVARRO,6,574,27754,27407,52569,1918,06574
Soja,2023/24,BUENOS AIRES,NAVARRO,6,574,35970,35357,85559,2420,06574
Soja,2024/25,BUENOS AIRES,NAVARRO,6,574,39047,38190,101101,2647,06574
Soja,2021/22,BUENOS AIRES,NECOCHEA,6,581,94685,94685,120353,1271,06581
Soja,2022/23,BUENOS AIRES,NECOCHEA,6,581,103221,103221,231453,2242,06581
Soja,2023/24,BUENOS AIRES,NECOCHEA,6,581,128095,128095,257085,2007,06581
Soja,2024/25,BUENOS AIRES,NECOCHEA,6,581,156175,156175,377109,2415,06581
Soja,2021/22,BUENOS AIRES,OLAVARRIA,6,595,59600,59600,151600,2544,06595
Soja,2022/23,BUENOS AIRES,OLAVARRIA,6,595,48000,48000,93080,1939,06595
Soja,2023/24,BUENOS AIRES,OLAVARRIA,6,595,43000,43000,111500,2593,06595
Soja,2024/25,BUENOS AIRES,OLAVARRIA,6,595,54000,52800,134610,2549,06595
Soja,2021/22,BUENOS AIRES,PEHUAJO,6,609,113602,113602,377214,3320,06609
Soja,2022/23,BUENOS AIRES,PEHUAJO,6,609,110602,75102,141715,1887,06609
Soja,2023/24,BUENOS AIRES,PEHUAJO,6,609,114500,114500,363850,3178,06609
Soja,2024/25,BUENOS AIRES,PEHUAJO,6,609,148712,139575,499222,3577,06609
Soja,2021/22,BUENOS AIRES,PELLEGRINI,6,616,38000,38000,119200,3137,06616
Soja,2022/23,BUENOS AIRES,PELLEGRINI,6,616,37000,37000,101800,2751,06616
Soja,2023/24,BUENOS AIRES,PELLEGRINI,6,616,38000,38000,100200,2637,06616
Soja,2024/25,BUENOS AIRES,PELLEGRINI,6,616,38000,38000,118600,3121,06616
Soja,2021/22,BUENOS AIRES,PERGAMINO,6,623,160300,159000,546720,3438,06623
Soja,2022/23,BUENOS AIRES,PERGAMINO,6,623,163102,131202,243636,1857,06623
Soja,2023/24,BUENOS AIRES,PERGAMINO,6,623,180224,180224,727252,4035,06623
Soja,2024/25,BUENOS AIRES,PERGAMINO,6,623,183600,181000,595140,3288,06623
Soja,2021/22,BUENOS AIRES,PILA,6,630,8300,8300,20120,2424,06630
Soja,2022/23,BUENOS AIRES,PILA,6,630,11100,11100,15600,1405,06630
Soja,2023/24,BUENOS AIRES,PILA,6,630,11200,11200,22784,2034,06630
Soja,2024/25,BUENOS AIRES,PILA,6,630,11900,11900,23950,2013,06630
Soja,2021/22,BUENOS AIRES,PILAR,6,638,1430,1330,3560,2677,06638
Soja,2022/23,BUENOS AIRES,PILAR,6,638,1580,580,880,1517,06638
Soja,2023/24,BUENOS AIRES,PILAR,6,638,900,800,2040,2550,06638
Soja,2024/25,BUENOS AIRES,PILAR,6,638,900,800,2050,2563,06638
Soja,2021/22,BUENOS AIRES,PUAN,6,651,2000,2000,3600,1800,06651
Soja,2022/23,BUENOS AIRES,PUAN,6,651,1000,800,1440,1800,06651
Soja,2024/25,BUENOS AIRES,PUAN,6,651,3000,3000,3900,1300,06651
Soja,2021/22,BUENOS AIRES,PUNTA INDIO,6,655,390,330,990,3000,06655
Soja,2022/23,BUENOS AIRES,PUNTA INDIO,6,655,490,180,288,1600,06655
Soja,2023/24,BUENOS AIRES,PUNTA INDIO,6,655,450,390,1008,2585,06655
Soja,2024/25,BUENOS AIRES,PUNTA INDIO,6,655,800,700,2000,2857,06655
Soja,2021/22,BUENOS AIRES,RAMALLO,6,665,61100,60700,177100,2918,06665
Soja,2022/23,BUENOS AIRES,RAMALLO,6,665,50110,36860,58074,1576,06665
Soja,2023/24,BUENOS AIRES,RAMALLO,6,665,55945,55945,197146,3524,06665
Soja,2024/25,BUENOS AIRES,RAMALLO,6,665,55900,54850,161470,2944,06665
Soja,2021/22,BUENOS AIRES,RAUCH,6,672,5350,5350,11505,2150,06672
Soja,2022/23,BUENOS AIRES,RAUCH,6,672,7050,7050,10750,1525,06672
Soja,2023/24,BUENOS AIRES,RAUCH,6,672,6400,6400,13994,2187,06672
Soja,2024/25,BUENOS AIRES,RAUCH,6,672,8500,8500,16800,1976,06672
Soja,2021/22,BUENOS AIRES,RIVADAVIA,6,679,139482,139482,452292,3243,06679
Soja,2022/23,BUENOS AIRES,RIVADAVIA,6,679,138048,96448,215510,2234,06679
Soja,2023/24,BUENOS AIRES,RIVADAVIA,6,679,122378,122378,396749,3242,06679
Soja,2024/25,BUENOS AIRES,RIVADAVIA,6,679,141639,141639,465350,3285,06679
Soja,2021/22,BUENOS AIRES,ROJAS,6,686,107000,105800,311320,2943,06686
Soja,2022/23,BUENOS AIRES,ROJAS,6,686,102000,96000,151200,1575,06686
Soja,2023/24,BUENOS AIRES,ROJAS,6,686,113000,113000,383500,3394,06686
Soja,2024/25,BUENOS AIRES,ROJAS,6,686,116000,116000,407200,3510,06686
Soja,2021/22,BUENOS AIRES,ROQUE PEREZ,6,693,36885,36410,109843,3017,06693
Soja,2022/23,BUENOS AIRES,ROQUE PEREZ,6,693,33876,33429,63008,1885,06693
Soja,2023/24,BUENOS AIRES,ROQUE PEREZ,6,693,40056,39440,103978,2636,06693
Soja,2024/25,BUENOS AIRES,ROQUE PEREZ,6,693,42532,41087,114039,2776,06693
Soja,2021/22,BUENOS AIRES,SAAVEDRA,6,700,13000,13000,23000,1769,06700
Soja,2022/23,BUENOS AIRES,SAAVEDRA,6,700,12000,11800,20040,1698,06700
Soja,2023/24,BUENOS AIRES,SAAVEDRA,6,700,7919,7919,12412,1567,06700
Soja,2024/25,BUENOS AIRES,SAAVEDRA,6,700,10000,10000,16560,1656,06700
Soja,2021/22,BUENOS AIRES,SALADILLO,6,707,55816,54810,152789,2788,06707
Soja,2022/23,BUENOS AIRES,SALADILLO,6,707,75476,74156,115310,1555,06707
Soja,2023/24,BUENOS AIRES,SALADILLO,6,707,70806,69667,192114,2758,06707
Soja,2024/25,BUENOS AIRES,SALADILLO,6,707,71128,68779,186286,2708,06707
Soja,2021/22,BUENOS AIRES,SALLIQUELO,6,721,27000,27000,84600,3133,06721
Soja,2022/23,BUENOS AIRES,SALLIQUELO,6,721,26000,26000,68800,2646,06721
Soja,2023/24,BUENOS AIRES,SALLIQUELO,6,721,27000,27000,68400,2533,06721
Soja,2024/25,BUENOS AIRES,SALLIQUELO,6,721,21000,21000,63900,3043,06721
Soja,2021/22,BUENOS AIRES,SALTO,6,714,100800,100200,336320,3356,06714
Soja,2022/23,BUENOS AIRES,SALTO,6,714,110324,84624,186812,2208,06714
Soja,2023/24,BUENOS AIRES,SALTO,6,714,106944,106944,417035,3900,06714
Soja,2024/25,BUENOS AIRES,SALTO,6,714,113000,111400,390660,3507,06714
Soja,2021/22,BUENOS AIRES,SAN ANDRES DE GILES,6,728,50500,49300,145760,2957,06728
Soja,2022/23,BUENOS AIRES,SAN ANDRES DE GILES,6,728,49000,45100,63680,1412,06728
Soja,2023/24,BUENOS AIRES,SAN ANDRES DE GILES,6,728,48500,48500,152800,3151,06728
Soja,2024/25,BUENOS AIRES,SAN ANDRES DE GILES,6,728,54000,54000,166000,3074,06728
Soja,2021/22,BUENOS AIRES,SAN ANTONIO DE ARECO,6,735,43300,43080,132790,3082,06735
Soja,2022/23,BUENOS AIRES,SAN ANTONIO DE ARECO,6,735,41505,24105,32639,1354,06735
Soja,2023/24,BUENOS AIRES,SAN ANTONIO DE ARECO,6,735,35738,35738,114871,3214,06735
Soja,2024/25,BUENOS AIRES,SAN ANTONIO DE ARECO,6,735,37500,36350,103300,2842,06735
Soja,2021/22,BUENOS AIRES,SAN CAYETANO,6,742,53179,53179,58890,1107,06742
Soja,2022/23,BUENOS AIRES,SAN CAYETANO,6,742,50913,50913,125753,2470,06742
Soja,2023/24,BUENOS AIRES,SAN CAYETANO,6,742,76730,76730,156676,2042,06742
Soja,2024/25,BUENOS AIRES,SAN CAYETANO,6,742,66238,66238,161279,2435,06742
Soja,2021/22,BUENOS AIRES,SAN NICOLAS,6,763,35050,34780,90755,2609,06763
Soja,2022/23,BUENOS AIRES,SAN NICOLAS,6,763,28628,20928,30706,1467,06763
Soja,2023/24,BUENOS AIRES,SAN NICOLAS,6,763,32503,32503,113308,3486,06763
Soja,2024/25,BUENOS AIRES,SAN NICOLAS,6,763,34000,33400,102270,3062,06763
Soja,2021/22,BUENOS AIRES,SAN PEDRO,6,770,57750,57500,172490,3000,06770
Soja,2022/23,BUENOS AIRES,SAN PEDRO,6,770,42689,27784,45166,1626,06770
Soja,2023/24,BUENOS AIRES,SAN PEDRO,6,770,39307,39307,132196,3363,06770
Soja,2024/25,BUENOS AIRES,SAN PEDRO,6,770,42600,41450,128260,3094,06770
Soja,2021/22,BUENOS AIRES,SAN VICENTE,6,778,460,390,1188,3046,06778
Soja,2022/23,BUENOS AIRES,SAN VICENTE,6,778,610,240,384,1600,06778
Soja,2023/24,BUENOS AIRES,SAN VICENTE,6,778,900,830,2356,2839,06778
Soja,2024/25,BUENOS AIRES,SAN VICENTE,6,778,900,800,2280,2850,06778
Soja,2021/22,BUENOS AIRES,SUIPACHA,6,784,24067,21660,50040,2310,06784
Soja,2022/23,BUENOS AIRES,SUIPACHA,6,784,25500,5500,4950,900,06784
Soja,2023/24,BUENOS AIRES,SUIPACHA,6,784,27649,27450,88406,3221,06784
Soja,2024/25,BUENOS AIRES,SUIPACHA,6,784,30700,30565,49890,1632,06784
Soja,2021/22,BUENOS AIRES,TANDIL,6,791,128461,128461,250359,1949,06791
Soja,2022/23,BUENOS AIRES,TANDIL,6,791,121590,121590,277054,2279,06791
Soja,2023/24,BUENOS AIRES,TANDIL,6,791,132309,132309,326803,2470,06791
Soja,2024/25,BUENOS AIRES,TANDIL,6,791,140807,140807,374634,2661,06791
Soja,2021/22,BUENOS AIRES,TAPALQUE,6,798,3200,3200,9440,2950,06798
Soja,2022/23,BUENOS AIRES,TAPALQUE,6,798,3200,3200,7530,2353,06798
Soja,2023/24,BUENOS AIRES,TAPALQUE,6,798,4100,4100,11530,2812,06798
Soja,2024/25,BUENOS AIRES,TAPALQUE,6,798,14100,13930,38729,2780,06798
Soja,2021/22,BUENOS AIRES,TORDILLO,6,812,850,850,2210,2600,06812
Soja,2022/23,BUENOS AIRES,TORDILLO,6,812,850,850,1700,2000,06812
Soja,2023/24,BUENOS AIRES,TORDILLO,6,812,100,100,250,2500,06812
Soja,2024/25,BUENOS AIRES,TORDILLO,6,812,50,50,110,2190,06812
Soja,2021/22,BUENOS AIRES,TORNQUIST,6,819,2000,2000,3200,1600,06819
Soja,2022/23,BUENOS AIRES,TORNQUIST,6,819,2000,1800,3240,1800,06819
Soja,2024/25,BUENOS AIRES,TORNQUIST,6,819,1000,999,1798,1800,06819
Soja,2021/22,BUENOS AIRES,TRENQUE LAUQUEN,6,826,151203,151203,496832,3286,06826
Soja,2022/23,BUENOS AIRES,TRENQUE LAUQUEN,6,826,147087,118587,272522,2298,06826
Soja,2023/24,BUENOS AIRES,TRENQUE LAUQUEN,6,826,139091,139091,431796,3104,06826
Soja,2024/25,BUENOS AIRES,TRENQUE LAUQUEN,6,826,144160,144160,484800,3363,06826
Soja,2021/22,BUENOS AIRES,TRES ARROYOS,6,833,91749,91749,129979,1417,06833
Soja,2022/23,BUENOS AIRES,TRES ARROYOS,6,833,83704,83704,209260,2500,06833
Soja,2023/24,BUENOS AIRES,TRES ARROYOS,6,833,93722,93722,200691,2141,06833
Soja,2024/25,BUENOS AIRES,TRES ARROYOS,6,833,84261,84261,216304,2567,06833
Soja,2021/22,BUENOS AIRES,TRES LOMAS,6,847,28000,28000,85200,3043,06847
Soja,2022/23,BUENOS AIRES,TRES LOMAS,6,847,27000,27000,75000,2778,06847
Soja,2023/24,BUENOS AIRES,TRES LOMAS,6,847,28000,28000,70600,2521,06847
Soja,2024/25,BUENOS AIRES,TRES LOMAS,6,847,28000,28000,85200,3043,06847
Soja,2021/22,BUENOS AIRES,ZARATE,6,882,22500,22300,67520,3028,06882
Soja,2022/23,BUENOS AIRES,ZARATE,6,882,18100,12050,20525,1703,06882
Soja,2023/24,BUENOS AIRES,ZARATE,6,882,19250,19250,66250,3442,06882
Soja,2024/25,BUENOS AIRES,ZARATE,6,882,19700,19100,60125,3148,06882
Soja,2021/22,CATAMARCA,CAPAYAN,10,42,100,50,55,1100,10042
Soja,2023/24,CATAMARCA,CAPAYAN,10,42,150,130,156,1200,10042
Soja,2024/25,CATAMARCA,CAPAYAN,10,42,150,130,247,1900,10042
Soja,2021/22,CATAMARCA,EL ALTO,10,56,1800,1690,3211,1900,10056
Soja,2022/23,CATAMARCA,EL ALTO,10,56,1800,1490,1937,1300,10056
Soja,2023/24,CATAMARCA,EL ALTO,10,56,1800,1782,4099,2300,10056
Soja,2024/25,CATAMARCA,EL ALTO,10,56,3300,3100,5890,1900,10056
Soja,2021/22,CATAMARCA,SANTA ROSA,10,98,36400,35380,81374,2300,10098
Soja,2022/23,CATAMARCA,SANTA ROSA,10,98,40600,39860,62011,1556,10098
Soja,2023/24,CATAMARCA,SANTA ROSA,10,98,42050,41913,129930,3100,10098
Soja,2024/25,CATAMARCA,SANTA ROSA,10,98,38000,37540,95629,2547,10098
Soja,2021/22,CHACO,12 DE OCTUBRE,22,36,83600,79950,223910,2801,22036
Soja,2022/23,CHACO,12 DE OCTUBRE,22,36,75000,67890,136524,2011,22036
Soja,2023/24,CHACO,12 DE OCTUBRE,22,36,75000,64640,87899,1360,22036
Soja,2024/25,CHACO,12 DE OCTUBRE,22,36,74500,45000,53650,1192,22036
Soja,2021/22,CHACO,2 DE ABRIL,22,39,42000,40050,120830,3017,22039
Soja,2022/23,CHACO,2 DE ABRIL,22,39,35900,32810,60089,1831,22039
Soja,2023/24,CHACO,2 DE ABRIL,22,39,39300,34600,45877,1326,22039
Soja,2024/25,CHACO,2 DE ABRIL,22,39,38500,25000,28350,1134,22039
Soja,2023/24,CHACO,25 DE MAYO,22,168,720,450,405,900,22168
Soja,2021/22,CHACO,9 DE JULIO,22,105,53500,51100,139840,2737,22105
Soja,2022/23,CHACO,9 DE JULIO,22,105,51124,45996,99794,2170,22105
Soja,2023/24,CHACO,9 DE JULIO,22,105,45500,43900,58004,1321,22105
Soja,2024/25,CHACO,9 DE JULIO,22,105,46200,26200,29580,1129,22105
Soja,2021/22,CHACO,ALMIRANTE BROWN,22,7,144500,137800,438600,3183,22007
Soja,2022/23,CHACO,ALMIRANTE BROWN,22,7,138000,138000,273900,1985,22007
Soja,2023/24,CHACO,ALMIRANTE BROWN,22,7,147500,130500,156050,1196,22007
Soja,2024/25,CHACO,ALMIRANTE BROWN,22,7,166000,105000,82900,790,22007
Soja,2021/22,CHACO,CHACABUCO,22,28,60650,58150,152970,2631,22028
Soja,2022/23,CHACO,CHACABUCO,22,28,58300,52800,95840,1815,22028
Soja,2023/24,CHACO,CHACABUCO,22,28,62500,56000,73524,1313,22028
Soja,2024/25,CHACO,CHACABUCO,22,28,67000,43300,50010,1155,22028
Soja,2021/22,CHACO,COMANDANTE FERNANDEZ,22,21,32000,29700,36210,1219,22021
Soja,2022/23,CHACO,COMANDANTE FERNANDEZ,22,21,30000,27000,24300,900,22021
Soja,2023/24,CHACO,COMANDANTE FERNANDEZ,22,21,33500,27800,19080,686,22021
Soja,2024/25,CHACO,COMANDANTE FERNANDEZ,22,21,16500,7500,4600,613,22021
Soja,2021/22,CHACO,FRAY JUSTO SANTA MARIA DE ORO,22,43,12500,11970,29937,2501,22043
Soja,2022/23,CHACO,FRAY JUSTO SANTA MARIA DE ORO,22,43,11200,10046,18269,1819,22043
Soja,2023/24,CHACO,FRAY JUSTO SANTA MARIA DE ORO,22,43,16850,14970,14706,982,22043
Soja,2024/25,CHACO,FRAY JUSTO SANTA MARIA DE ORO,22,43,17800,11480,12802,1115,22043
Soja,2021/22,CHACO,GENERAL BELGRANO,22,49,36000,34450,95300,2766,22049
Soja,2022/23,CHACO,GENERAL BELGRANO,22,49,33300,30170,73845,2448,22049
Soja,2023/24,CHACO,GENERAL BELGRANO,22,49,23000,16280,26426,1623,22049
Soja,2024/25,CHACO,GENERAL BELGRANO,22,49,23200,15700,19210,1224,22049
Soja,2021/22,CHACO,GENERAL GUEMES,22,63,18900,18120,30640,1691,22063
Soja,2022/23,CHACO,GENERAL GUEMES,22,63,21000,21000,26900,1281,22063
Soja,2023/24,CHACO,GENERAL GUEMES,22,63,26000,17800,13960,784,22063
Soja,2024/25,CHACO,GENERAL GUEMES,22,63,28000,24600,26510,1078,22063
Soja,2021/22,CHACO,INDEPENDENCIA,22,70,62000,57500,157620,2741,22070
Soja,2022/23,CHACO,INDEPENDENCIA,22,70,50000,44900,78120,1740,22070
Soja,2023/24,CHACO,INDEPENDENCIA,22,70,52000,41300,38055,921,22070
Soja,2024/25,CHACO,INDEPENDENCIA,22,70,51000,36000,28200,783,22070
Soja,2021/22,CHACO,LIBERTADOR GENERAL SAN MARTIN,22,84,900,900,1170,1300,22084
Soja,2022/23,CHACO,LIBERTADOR GENERAL SAN MARTIN,22,84,2500,2100,1410,671,22084
Soja,2023/24,CHACO,LIBERTADOR GENERAL SAN MARTIN,22,84,1200,1000,1500,1500,22084
Soja,2024/25,CHACO,LIBERTADOR GENERAL SAN MARTIN,22,84,1900,1900,2660,1400,22084
Soja,2021/22,CHACO,MAIPU,22,91,28000,26400,40940,1551,22091
Soja,2022/23,CHACO,MAIPU,22,91,30000,29510,52427,1777,22091
Soja,2023/24,CHACO,MAIPU,22,91,35500,21000,20500,976,22091
Soja,2024/25,CHACO,MAIPU,22,91,22500,15700,12290,783,22091
Soja,2021/22,CHACO,MAYOR LUIS J. FONTANA,22,98,20500,19760,49672,2514,22098
Soja,2022/23,CHACO,MAYOR LUIS J. FONTANA,22,98,19400,17550,33975,1936,22098
Soja,2023/24,CHACO,MAYOR LUIS J. FONTANA,22,98,34500,33930,45703,1347,22098
Soja,2024/25,CHACO,MAYOR LUIS J. FONTANA,22,98,37000,20000,23400,1170,22098
Soja,2021/22,CHACO,O'HIGGINS,22,112,45000,43000,121850,2834,22112
Soja,2022/23,CHACO,O'HIGGINS,22,112,43600,38530,77488,2011,22112
Soja,2023/24,CHACO,O'HIGGINS,22,112,39500,35300,56518,1601,22112
Soja,2024/25,CHACO,O'HIGGINS,22,112,44000,21500,24063,1119,22112
Soja,2021/22,CHACO,QUITILIPI,22,133,3900,3500,4720,1349,22133
Soja,2022/23,CHACO,QUITILIPI,22,133,1900,1730,1985,1147,22133
Soja,2023/24,CHACO,QUITILIPI,22,133,2400,2300,3353,1458,22133
Soja,2024/25,CHACO,QUITILIPI,22,133,1450,950,730,768,22133
Soja,2021/22,CHACO,SAN FERNANDO,22,140,700,690,1540,2232,22140
Soja,2022/23,CHACO,SAN FERNANDO,22,140,200,180,342,1900,22140
Soja,2021/22,CHACO,SAN LORENZO,22,147,500,470,1043,2219,22147
Soja,2022/23,CHACO,SAN LORENZO,22,147,800,740,1316,1778,22147
Soja,2023/24,CHACO,SAN LORENZO,22,147,1800,1700,1485,874,22147
Soja,2024/25,CHACO,SAN LORENZO,22,147,2700,2100,2187,1041,22147
Soja,2021/22,CHACO,SARGENTO CABRAL,22,154,1200,1200,2640,2200,22154
Soja,2022/23,CHACO,SARGENTO CABRAL,22,154,900,770,770,1000,22154
Soja,2023/24,CHACO,SARGENTO CABRAL,22,154,700,500,600,1200,22154
Soja,2024/25,CHACO,SARGENTO CABRAL,22,154,1100,1050,2195,2090,22154
Soja,2021/22,CORDOBA,CALAMUCHITA,14,7,34950,34950,75690,2166,14007
Soja,2022/23,CORDOBA,CALAMUCHITA,14,7,40950,40950,44685,1091,14007
Soja,2023/24,CORDOBA,CALAMUCHITA,14,7,36750,36750,110988,3020,14007
Soja,2024/25,CORDOBA,CALAMUCHITA,14,7,40000,40000,102800,2570,14007
Soja,2021/22,CORDOBA,CAPITAL,14,14,8700,8700,21740,2499,14014
Soja,2022/23,CORDOBA,CAPITAL,14,14,8500,7600,9076,1194,14014
Soja,2023/24,CORDOBA,CAPITAL,14,14,8500,8500,21591,2540,14014
Soja,2024/25,CORDOBA,CAPITAL,14,14,10200,10200,28292,2774,14014
Soja,2021/22,CORDOBA,COLON,14,21,59652,59372,183212,3086,14021
Soja,2022/23,CORDOBA,COLON,14,21,65652,60202,109344,1816,14021
Soja,2023/24,CORDOBA,COLON,14,21,67652,67277,218435,3247,14021
Soja,2024/25,CORDOBA,COLON,14,21,87900,87500,286268,3272,14021
Soja,2021/22,CORDOBA,CRUZ DEL EJE,14,28,3600,3600,9240,2567,14028
Soja,2022/23,CORDOBA,CRUZ DEL EJE,14,28,6000,5000,5500,1100,14028
Soja,2023/24,CORDOBA,CRUZ DEL EJE,14,28,16500,16500,42660,2585,14028
Soja,2024/25,CORDOBA,CRUZ DEL EJE,14,28,19300,19300,56820,2944,14028
Soja,2021/22,CORDOBA,GENERAL ROCA,14,35,383930,373066,1134788,3042,14035
Soja,2022/23,CORDOBA,GENERAL ROCA,14,35,355072,355072,768488,2164,14035
Soja,2023/24,CORDOBA,GENERAL ROCA,14,35,315109,315109,785443,2493,14035
Soja,2024/25,CORDOBA,GENERAL ROCA,14,35,360356,360356,992958,2755,14035
Soja,2021/22,CORDOBA,GENERAL SAN MARTIN,14,42,173000,173000,351300,2031,14042
Soja,2022/23,CORDOBA,GENERAL SAN MARTIN,14,42,144000,112000,108400,968,14042
Soja,2023/24,CORDOBA,GENERAL SAN MARTIN,14,42,164000,164000,377200,2300,14042
Soja,2024/25,CORDOBA,GENERAL SAN MARTIN,14,42,172000,172000,523720,3045,14042
Soja,2021/22,CORDOBA,ISCHILIN,14,49,6450,6240,17472,2800,14049
Soja,2022/23,CORDOBA,ISCHILIN,14,49,7200,6810,9125,1340,14049
Soja,2023/24,CORDOBA,ISCHILIN,14,49,7550,7470,21422,2868,14049
Soja,2024/25,CORDOBA,ISCHILIN,14,49,9820,9770,28094,2876,14049
Soja,2021/22,CORDOBA,JUAREZ CELMAN,14,56,286350,286350,716310,2502,14056
Soja,2022/23,CORDOBA,JUAREZ CELMAN,14,56,315050,315050,363260,1153,14056
Soja,2023/24,CORDOBA,JUAREZ CELMAN,14,56,290750,290750,860426,2959,14056
Soja,2024/25,CORDOBA,JUAREZ CELMAN,14,56,325000,325000,867500,2669,14056
Soja,2021/22,CORDOBA,MARCOS JUAREZ,14,63,449200,443700,1597560,3601,14063
Soja,2022/23,CORDOBA,MARCOS JUAREZ,14,63,426726,407926,857102,2101,14063
Soja,2023/24,CORDOBA,MARCOS JUAREZ,14,63,430300,426100,1759990,4130,14063
Soja,2024/25,CORDOBA,MARCOS JUAREZ,14,63,463900,463800,1857960,4006,14063
Soja,2021/22,CORDOBA,POCHO,14,77,2000,2000,5800,2900,14077
Soja,2022/23,CORDOBA,POCHO,14,77,2000,2000,2400,1200,14077
Soja,2023/24,CORDOBA,POCHO,14,77,2000,2000,5480,2740,14077
Soja,2024/25,CORDOBA,POCHO,14,77,3600,3600,10080,2800,14077
Soja,2021/22,CORDOBA,PRESIDENTE ROQUE SAENZ PENA,14,84,266306,252606,839480,3323,14084
Soja,2022/23,CORDOBA,PRESIDENTE ROQUE SAENZ PENA,14,84,263126,263126,650046,2470,14084
Soja,2023/24,CORDOBA,PRESIDENTE ROQUE SAENZ PENA,14,84,238234,238234,756174,3174,14084
Soja,2024/25,CORDOBA,PRESIDENTE ROQUE SAENZ PENA,14,84,254517,254517,740671,2910,14084
Soja,2021/22,CORDOBA,RIO CUARTO,14,98,672000,672000,1581600,2354,14098
Soja,2022/23,CORDOBA,RIO CUARTO,14,98,743500,743500,878100,1181,14098
Soja,2023/24,CORDOBA,RIO CUARTO,14,98,697200,697200,1954480,2803,14098
Soja,2024/25,CORDOBA,RIO CUARTO,14,98,657200,657200,1627700,2477,14098
Soja,2021/22,CORDOBA,RIO PRIMERO,14,105,235575,235105,707983,3011,14105
Soja,2022/23,CORDOBA,RIO PRIMERO,14,105,235575,229175,405515,1769,14105
