cultivo,campania,provincia,departamento,id_provincia,id_departamento,sup_sembrada_ha,sup_cosechada_ha,produccion_tn,rendimiento_kg_ha,codigo_indec
Maíz,2021/22,SANTIAGO DEL ESTERO,LORETO,86,105,3000,2700,20250,7500,86105
Maíz,2022/23,SANTIAGO DEL ESTERO,LORETO,86,105,12000,11200,61600,5500,86105
Maíz,2023/24,SANTIAGO DEL ESTERO,LORETO,86,105,11000,6900,31050,4500,86105
Maíz,2024/25,SANTIAGO DEL ESTERO,LORETO,86,105,7200,4860,26730,5500,86105
Maíz,2021/22,SANTIAGO DEL ESTERO,MITRE,86,112,15000,13500,101250,7500,86112
Maíz,2022/23,SANTIAGO DEL ESTERO,MITRE,86,112,15000,12000,66000,5500,86112
Maíz,2023/24,SANTIAGO DEL ESTERO,MITRE,86,112,15000,10500,47250,4500,86112
Maíz,2024/25,SANTIAGO DEL ESTERO,MITRE,86,112,9000,6170,35786,5800,86112
Maíz,2021/22,SANTIAGO DEL ESTERO,MORENO,86,119,240500,230570,1729275,7500,86119
Maíz,2022/23,SANTIAGO DEL ESTERO,MORENO,86,119,240500,219096,1424121,6500,86119
Maíz,2023/24,SANTIAGO DEL ESTERO,MORENO,86,119,244100,168950,422375,2500,86119
Maíz,2024/25,SANTIAGO DEL ESTERO,MORENO,86,119,222500,178880,482976,2700,86119
Maíz,2021/22,SANTIAGO DEL ESTERO,PELLEGRINI,86,133,40000,36000,270000,7500,86133
Maíz,2022/23,SANTIAGO DEL ESTERO,PELLEGRINI,86,133,57000,49000,269500,5500,86133
Maíz,2023/24,SANTIAGO DEL ESTERO,PELLEGRINI,86,133,52000,25900,116550,4500,86133
Maíz,2024/25,SANTIAGO DEL ESTERO,PELLEGRINI,86,133,34200,23790,142740,6000,86133
Maíz,2022/23,SANTIAGO DEL ESTERO,QUEBRACHOS,86,140,10000,10000,50000,5000,86140
Maíz,2023/24,SANTIAGO DEL ESTERO,QUEBRACHOS,86,140,9000,4000,18000,4500,86140
Maíz,2024/25,SANTIAGO DEL ESTERO,QUEBRACHOS,86,140,6000,4030,24180,6000,86140
Maíz,2021/22,SANTIAGO DEL ESTERO,RIO HONDO,86,147,8000,7200,57600,8000,86147
Maíz,2022/23,SANTIAGO DEL ESTERO,RIO HONDO,86,147,10000,8000,44000,5500,86147
Maíz,2023/24,SANTIAGO DEL ESTERO,RIO HONDO,86,147,9000,4500,20250,4500,86147
Maíz,2024/25,SANTIAGO DEL ESTERO,RIO HONDO,86,147,6000,4070,24420,6000,86147
Maíz,2021/22,SANTIAGO DEL ESTERO,RIVADAVIA,86,154,31000,28910,211043,7300,86154
Maíz,2022/23,SANTIAGO DEL ESTERO,RIVADAVIA,86,154,31000,28241,169446,6000,86154
Maíz,2023/24,SANTIAGO DEL ESTERO,RIVADAVIA,86,154,31700,21640,67084,3100,86154
Maíz,2024/25,SANTIAGO DEL ESTERO,RIVADAVIA,86,154,18140,13460,56532,4200,86154
Maíz,2021/22,SANTIAGO DEL ESTERO,ROBLES,86,161,4000,3600,28800,8000,86161
Maíz,2022/23,SANTIAGO DEL ESTERO,ROBLES,86,161,4000,3200,17600,5500,86161
Maíz,2023/24,SANTIAGO DEL ESTERO,ROBLES,86,161,4000,2000,9000,4500,86161
Maíz,2024/25,SANTIAGO DEL ESTERO,ROBLES,86,161,2400,1560,9048,5800,86161
Maíz,2021/22,SANTIAGO DEL ESTERO,SAN MARTIN,86,175,3000,2700,20250,7500,86175
Maíz,2022/23,SANTIAGO DEL ESTERO,SAN MARTIN,86,175,4000,3200,17600,5500,86175
Maíz,2023/24,SANTIAGO DEL ESTERO,SAN MARTIN,86,175,3500,1500,6750,4500,86175
Maíz,2024/25,SANTIAGO DEL ESTERO,SAN MARTIN,86,175,3000,1950,10920,5600,86175
Maíz,2021/22,SANTIAGO DEL ESTERO,SARMIENTO,86,182,5700,5350,35845,6700,86182
Maíz,2022/23,SANTIAGO DEL ESTERO,SARMIENTO,86,182,5700,5193,28560,5500,86182
Maíz,2023/24,SANTIAGO DEL ESTERO,SARMIENTO,86,182,6200,4480,10752,2400,86182
Maíz,2024/25,SANTIAGO DEL ESTERO,SARMIENTO,86,182,3800,3440,11008,3200,86182
Maíz,2021/22,SANTIAGO DEL ESTERO,SILIPICA,86,189,5000,4500,33750,7500,86189
Maíz,2022/23,SANTIAGO DEL ESTERO,SILIPICA,86,189,5000,4000,22000,5500,86189
Maíz,2023/24,SANTIAGO DEL ESTERO,SILIPICA,86,189,5000,2500,10000,4000,86189
Maíz,2024/25,SANTIAGO DEL ESTERO,SILIPICA,86,189,2000,1565,10173,6500,86189
Maíz,2021/22,TUCUMAN,BURRUYACU,90,7,41000,39070,214885,5500,90007
Maíz,2022/23,TUCUMAN,BURRUYACU,90,7,40100,38150,179305,4700,90007
Maíz,2023/24,TUCUMAN,BURRUYACU,90,7,41200,40200,132660,3300,90007
Maíz,2024/25,TUCUMAN,BURRUYACU,90,7,33000,29250,140400,4800,90007
Maíz,2021/22,TUCUMAN,CRUZ ALTA,90,14,11700,10420,58352,5600,90014
Maíz,2022/23,TUCUMAN,CRUZ ALTA,90,14,10700,10140,51714,5100,90014
Maíz,2023/24,TUCUMAN,CRUZ ALTA,90,14,11200,10700,36380,3400,90014
Maíz,2024/25,TUCUMAN,CRUZ ALTA,90,14,9000,8260,41300,5000,90014
Maíz,2021/22,TUCUMAN,GRANEROS,90,35,15000,13650,72345,5300,90035
Maíz,2022/23,TUCUMAN,GRANEROS,90,35,14300,13310,57233,4300,90035
Maíz,2023/24,TUCUMAN,GRANEROS,90,35,13900,11850,23700,2000,90035
Maíz,2024/25,TUCUMAN,GRANEROS,90,35,6000,5450,24525,4500,90035
Maíz,2021/22,TUCUMAN,LA COCHA,90,49,6900,5620,30348,5400,90049
Maíz,2022/23,TUCUMAN,LA COCHA,90,49,6700,5310,26550,5000,90049
Maíz,2023/24,TUCUMAN,LA COCHA,90,49,6200,4350,9570,2200,90049
Maíz,2024/25,TUCUMAN,LA COCHA,90,49,3600,2970,13365,4500,90049
Maíz,2021/22,TUCUMAN,LEALES,90,56,16200,13590,74745,5500,90056
Maíz,2022/23,TUCUMAN,LEALES,90,56,15300,14040,68796,4900,90056
Maíz,2023/24,TUCUMAN,LEALES,90,56,15000,13600,34000,2500,90056
Maíz,2024/25,TUCUMAN,LEALES,90,56,10000,9130,43824,4800,90056
Maíz,2021/22,TUCUMAN,SIMOCA,90,91,450,350,1960,5600,90091
Maíz,2022/23,TUCUMAN,SIMOCA,90,91,450,250,1250,5000,90091
Maíz,2023/24,TUCUMAN,SIMOCA,90,91,450,360,900,2500,90091
Maíz,2024/25,TUCUMAN,SIMOCA,90,91,400,400,1640,4100,90091
Maíz,2021/22,TUCUMAN,TAFI DEL VALLE,90,98,50,50,200,4000,90098
Maíz,2023/24,TUCUMAN,TAFI DEL VALLE,90,98,70,20,80,4000,90098
Maíz,2021/22,TUCUMAN,TRANCAS,90,112,800,280,1624,5800,90112
Maíz,2022/23,TUCUMAN,TRANCAS,90,112,800,200,1040,5200,90112
Maíz,2024/25,TUCUMAN,TRANCAS,90,112,850,180,900,5000,90112
Soja,2021/22,BUENOS AIRES,25 DE MAYO,6,854,164003,161216,454149,2817,06854
Soja,2022/23,BUENOS AIRES,25 DE MAYO,6,854,161394,158413,245397,1549,06854
Soja,2023/24,BUENOS AIRES,25 DE MAYO,6,854,151832,149214,373187,2501,06854
Soja,2024/25,BUENOS AIRES,25 DE MAYO,6,854,152848,147703,413562,2800,06854
Soja,2021/22,BUENOS AIRES,9 DE JULIO,6,588,155492,143617,434834,3028,06588
Soja,2022/23,BUENOS AIRES,9 DE JULIO,6,588,172000,162000,222014,1370,06588
Soja,2023/24,BUENOS AIRES,9 DE JULIO,6,588,166846,165566,540640,3265,06588
Soja,2024/25,BUENOS AIRES,9 DE JULIO,6,588,188000,186800,553520,2963,06588
Soja,2021/22,BUENOS AIRES,ADOLFO ALSINA,6,7,65000,65000,182000,2800,06007
Soja,2022/23,BUENOS AIRES,ADOLFO ALSINA,6,7,64000,64000,157200,2456,06007
Soja,2023/24,BUENOS AIRES,ADOLFO ALSINA,6,7,65000,65000,172500,2654,06007
Soja,2024/25,BUENOS AIRES,ADOLFO ALSINA,6,7,50000,50000,147600,2952,06007
Soja,2021/22,BUENOS AIRES,ADOLFO GONZALES CHAVES,6,14,52522,52522,75323,1434,06014
Soja,2022/23,BUENOS AIRES,ADOLFO GONZALES CHAVES,6,14,67436,67436,168590,2500,06014
Soja,2023/24,BUENOS AIRES,ADOLFO GONZALES CHAVES,6,14,82973,82973,188678,2274,06014
Soja,2024/25,BUENOS AIRES,ADOLFO GONZALES CHAVES,6,14,86110,86110,230627,2678,06014
Soja,2021/22,BUENOS AIRES,ALBERTI,6,21,48336,44994,123288,2740,06021
Soja,2022/23,BUENOS AIRES,ALBERTI,6,21,60000,35900,45409,1265,06021
Soja,2023/24,BUENOS AIRES,ALBERTI,6,21,52764,52451,162211,3093,06021
Soja,2024/25,BUENOS AIRES,ALBERTI,6,21,57000,56760,164572,2899,06021
Soja,2021/22,BUENOS AIRES,ARRECIFES,6,77,73450,73020,213888,2929,06077
Soja,2022/23,BUENOS AIRES,ARRECIFES,6,77,76187,44987,78125,1737,06077
Soja,2023/24,BUENOS AIRES,ARRECIFES,6,77,67662,67662,240160,3549,06077
Soja,2024/25,BUENOS AIRES,ARRECIFES,6,77,75550,74400,235485,3165,06077
Soja,2021/22,BUENOS AIRES,AYACUCHO,6,42,19700,19700,37830,1920,06042
Soja,2022/23,BUENOS AIRES,AYACUCHO,6,42,19800,19800,27900,1409,06042
Soja,2023/24,BUENOS AIRES,AYACUCHO,6,42,17500,17500,35300,2017,06042
Soja,2024/25,BUENOS AIRES,AYACUCHO,6,42,27000,27000,53000,1963,06042
Soja,2021/22,BUENOS AIRES,AZUL,6,49,111774,111774,232606,2081,06049
Soja,2022/23,BUENOS AIRES,AZUL,6,49,112480,112480,248464,2209,06049
Soja,2023/24,BUENOS AIRES,AZUL,6,49,96673,96673,252776,2615,06049
Soja,2024/25,BUENOS AIRES,AZUL,6,49,94903,94903,241356,2543,06049
Soja,2021/22,BUENOS AIRES,BALCARCE,6,63,56461,56461,106052,1878,06063
Soja,2022/23,BUENOS AIRES,BALCARCE,6,63,58470,58470,144153,2465,06063
Soja,2023/24,BUENOS AIRES,BALCARCE,6,63,78943,78943,188428,2387,06063
Soja,2024/25,BUENOS AIRES,BALCARCE,6,63,80835,80835,219070,2710,06063
Soja,2021/22,BUENOS AIRES,BARADERO,6,70,52350,51900,140770,2712,06070
Soja,2022/23,BUENOS AIRES,BARADERO,6,70,50334,34534,51486,1491,06070
Soja,2023/24,BUENOS AIRES,BARADERO,6,70,60112,60112,206947,3443,06070
Soja,2024/25,BUENOS AIRES,BARADERO,6,70,57300,56450,156995,2781,06070
Soja,2021/22,BUENOS AIRES,BENITO JUAREZ,6,84,55726,55726,102672,1842,06084
Soja,2022/23,BUENOS AIRES,BENITO JUAREZ,6,84,52310,52310,106514,2036,06084
Soja,2023/24,BUENOS AIRES,BENITO JUAREZ,6,84,72950,72950,181645,2490,06084
Soja,2024/25,BUENOS AIRES,BENITO JUAREZ,6,84,78196,78196,184242,2356,06084
Soja,2021/22,BUENOS AIRES,BOLIVAR,6,105,125800,125800,346600,2755,06105
Soja,2022/23,BUENOS AIRES,BOLIVAR,6,105,83000,83000,176590,2128,06105
Soja,2023/24,BUENOS AIRES,BOLIVAR,6,105,96000,96000,270000,2813,06105
Soja,2024/25,BUENOS AIRES,BOLIVAR,6,105,92000,90995,241736,2657,06105
Soja,2021/22,BUENOS AIRES,BRAGADO,6,112,98975,91983,282966,3076,06112
Soja,2022/23,BUENOS AIRES,BRAGADO,6,112,114000,98300,136824,1392,06112
Soja,2023/24,BUENOS AIRES,BRAGADO,6,112,102538,101787,328852,3231,06112
Soja,2024/25,BUENOS AIRES,BRAGADO,6,112,102000,101438,297461,2932,06112
Soja,2021/22,BUENOS AIRES,BRANDSEN,6,119,380,80,196,2450,06119
Soja,2022/23,BUENOS AIRES,BRANDSEN,6,119,480,80,128,1600,06119
Soja,2023/24,BUENOS AIRES,BRANDSEN,6,119,500,200,490,2450,06119
Soja,2024/25,BUENOS AIRES,BRANDSEN,6,119,1800,1300,3430,2638,06119
Soja,2021/22,BUENOS AIRES,CAMPANA,6,126,8800,8670,26732,3083,06126
Soja,2022/23,BUENOS AIRES,CAMPANA,6,126,5400,4500,7375,1639,06126
Soja,2023/24,BUENOS AIRES,CAMPANA,6,126,6500,6500,21850,3362,06126
Soja,2024/25,BUENOS AIRES,CAMPANA,6,126,6700,6450,19020,2949,06126
Soja,2021/22,BUENOS AIRES,CANUELAS,6,134,3700,2500,7520,3008,06134
Soja,2022/23,BUENOS AIRES,CANUELAS,6,134,3900,1900,2750,1447,06134
Soja,2023/24,BUENOS AIRES,CANUELAS,6,134,3250,2450,7370,3008,06134
Soja,2024/25,BUENOS AIRES,CANUELAS,6,134,5800,4800,12040,2508,06134
Soja,2021/22,BUENOS AIRES,CAPITAN SARMIENTO,6,140,36250,36050,107395,2979,06140
Soja,2022/23,BUENOS AIRES,CAPITAN SARMIENTO,6,140,25694,18444,30063,1630,06140
Soja,2023/24,BUENOS AIRES,CAPITAN SARMIENTO,6,140,29838,29838,108742,3644,06140
Soja,2024/25,BUENOS AIRES,CAPITAN SARMIENTO,6,140,28300,26950,82155,3048,06140
Soja,2021/22,BUENOS AIRES,CARLOS CASARES,6,147,80739,80739,289833,3590,06147
Soja,2022/23,BUENOS AIRES,CARLOS CASARES,6,147,78100,55600,110180,1982,06147
Soja,2023/24,BUENOS AIRES,CARLOS CASARES,6,147,72021,72021,226805,3149,06147
Soja,2024/25,BUENOS AIRES,CARLOS CASARES,6,147,76509,56744,204820,3610,06147
Soja,2021/22,BUENOS AIRES,CARLOS TEJEDOR,6,154,69165,69165,243460,3520,06154
Soja,2022/23,BUENOS AIRES,CARLOS TEJEDOR,6,154,66200,48900,87220,1784,06154
Soja,2023/24,BUENOS AIRES,CARLOS TEJEDOR,6,154,65400,65400,175190,2679,06154
Soja,2024/25,BUENOS AIRES,CARLOS TEJEDOR,6,154,71408,71408,231049,3236,06154
Soja,2021/22,BUENOS AIRES,CARMEN DE ARECO,6,161,38000,37400,108520,2902,06161
Soja,2022/23,BUENOS AIRES,CARMEN DE ARECO,6,161,43000,40300,49740,1234,06161
Soja,2023/24,BUENOS AIRES,CARMEN DE ARECO,6,161,40500,40500,113250,2796,06161
Soja,2024/25,BUENOS AIRES,CARMEN DE ARECO,6,161,42300,42300,125590,2969,06161
Soja,2021/22,BUENOS AIRES,CASTELLI,6,168,5600,5600,13550,2420,06168
Soja,2022/23,BUENOS AIRES,CASTELLI,6,168,6700,6700,9800,1463,06168
Soja,2023/24,BUENOS AIRES,CASTELLI,6,168,7000,7000,14000,2000,06168
Soja,2024/25,BUENOS AIRES,CASTELLI,6,168,7200,7200,14800,2056,06168
Soja,2021/22,BUENOS AIRES,CHACABUCO,6,210,106000,105500,321250,3045,06210
Soja,2022/23,BUENOS AIRES,CHACABUCO,6,210,106000,100000,159200,1592,06210
Soja,2023/24,BUENOS AIRES,CHACABUCO,6,210,117000,117000,381800,3263,06210
Soja,2024/25,BUENOS AIRES,CHACABUCO,6,210,130000,130000,435000,3346,06210
Soja,2021/22,BUENOS AIRES,CHASCOMUS,6,217,23400,22400,64480,2879,06217
Soja,2022/23,BUENOS AIRES,CHASCOMUS,6,217,26000,20500,29200,1424,06217
Soja,2023/24,BUENOS AIRES,CHASCOMUS,6,217,17700,17000,54000,3176,06217
Soja,2024/25,BUENOS AIRES,CHASCOMUS,6,217,23500,22400,60440,2698,06217
Soja,2021/22,BUENOS AIRES,CHIVILCOY,6,224,92804,85514,266428,3116,06224
Soja,2022/23,BUENOS AIRES,CHIVILCOY,6,224,109000,63000,99476,1579,06224
Soja,2023/24,BUENOS AIRES,CHIVILCOY,6,224,95348,94745,296635,3131,06224
Soja,2024/25,BUENOS AIRES,CHIVILCOY,6,224,104000,103402,262066,2534,06224
Soja,2021/22,BUENOS AIRES,COLON,6,175,46800,46450,159555,3435,06175
Soja,2022/23,BUENOS AIRES,COLON,6,175,56141,43641,84196,1929,06175
Soja,2023/24,BUENOS AIRES,COLON,6,175,51421,51421,205647,3999,06175
Soja,2024/25,BUENOS AIRES,COLON,6,175,52400,52100,178970,3435,06175
Soja,2021/22,BUENOS AIRES,CORONEL DORREGO,6,189,15159,15159,16305,1076,06189
Soja,2022/23,BUENOS AIRES,CORONEL DORREGO,6,189,24091,24091,53000,2200,06189
Soja,2023/24,BUENOS AIRES,CORONEL DORREGO,6,189,39505,37724,37350,990,06189
Soja,2024/25,BUENOS AIRES,CORONEL DORREGO,6,189,32178,32178,62686,1948,06189
Soja,2021/22,BUENOS AIRES,CORONEL PRINGLES,6,196,22751,22751,38401,1688,06196
Soja,2022/23,BUENOS AIRES,CORONEL PRINGLES,6,196,21343,21343,41267,1934,06196
Soja,2023/24,BUENOS AIRES,CORONEL PRINGLES,6,196,42599,42599,65585,1540,06196
Soja,2024/25,BUENOS AIRES,CORONEL PRINGLES,6,196,33709,33709,72917,2163,06196
Soja,2021/22,BUENOS AIRES,CORONEL SUAREZ,6,203,105000,105000,215000,2048,06203
Soja,2022/23,BUENOS AIRES,CORONEL SUAREZ,6,203,100000,99500,233350,2345,06203
Soja,2023/24,BUENOS AIRES,CORONEL SUAREZ,6,203,112083,112083,286799,2559,06203
Soja,2024/25,BUENOS AIRES,CORONEL SUAREZ,6,203,117000,116995,219880,1879,06203
Soja,2021/22,BUENOS AIRES,DAIREAUX,6,231,114200,114200,299240,2620,06231
Soja,2022/23,BUENOS AIRES,DAIREAUX,6,231,87000,87000,176800,2032,06231
Soja,2023/24,BUENOS AIRES,DAIREAUX,6,231,87400,87400,250560,2867,06231
Soja,2024/25,BUENOS AIRES,DAIREAUX,6,231,89000,84000,219450,2613,06231
Soja,2021/22,BUENOS AIRES,DOLORES,6,238,200,200,500,2500,06238
Soja,2022/23,BUENOS AIRES,DOLORES,6,238,900,900,1800,2000,06238
Soja,2023/24,BUENOS AIRES,DOLORES,6,238,600,600,1380,2300,06238
Soja,2024/25,BUENOS AIRES,DOLORES,6,238,900,900,1680,1867,06238
Soja,2021/22,BUENOS AIRES,EXALTACION DE LA CRUZ,6,266,21700,21500,66800,3107,06266
Soja,2022/23,BUENOS AIRES,EXALTACION DE LA CRUZ,6,266,16800,12300,21090,1715,06266
Soja,2023/24,BUENOS AIRES,EXALTACION DE LA CRUZ,6,266,17900,17900,59450,3321,06266
Soja,2024/25,BUENOS AIRES,EXALTACION DE LA CRUZ,6,266,18350,17600,53760,3055,06266
Soja,2021/22,BUENOS AIRES,FLORENTINO AMEGHINO,6,277,47000,45100,128130,2841,06277
Soja,2022/23,BUENOS AIRES,FLORENTINO AMEGHINO,6,277,46000,41780,67396,1613,06277
Soja,2023/24,BUENOS AIRES,FLORENTINO AMEGHINO,6,277,41000,38500,114275,2968,06277
Soja,2024/25,BUENOS AIRES,FLORENTINO AMEGHINO,6,277,45000,42500,128835,3031,06277
Soja,2021/22,BUENOS AIRES,GENERAL ALVARADO,6,280,41976,20976,27574,1315,06280
Soja,2022/23,BUENOS AIRES,GENERAL ALVARADO,6,280,41109,41109,109665,2668,06280
Soja,2023/24,BUENOS AIRES,GENERAL ALVARADO,6,280,47962,47962,111549,2326,06280
Soja,2024/25,BUENOS AIRES,GENERAL ALVARADO,6,280,48469,48469,128141,2644,06280
Soja,2021/22,BUENOS AIRES,GENERAL ALVEAR,6,287,20000,20000,46500,2325,06287
Soja,2022/23,BUENOS AIRES,GENERAL ALVEAR,6,287,18000,18000,37680,2093,06287
Soja,2023/24,BUENOS AIRES,GENERAL ALVEAR,6,287,21000,20500,58200,2839,06287
Soja,2024/25,BUENOS AIRES,GENERAL ALVEAR,6,287,21000,19950,53295,2671,06287
Soja,2021/22,BUENOS AIRES,GENERAL ARENALES,6,294,87000,86000,252400,2935,06294
Soja,2022/23,BUENOS AIRES,GENERAL ARENALES,6,294,80000,74000,107200,1449,06294
Soja,2023/24,BUENOS AIRES,GENERAL ARENALES,6,294,84000,84000,273600,3257,06294
Soja,2024/25,BUENOS AIRES,GENERAL ARENALES,6,294,90500,90500,303550,3354,06294
Soja,2021/22,BUENOS AIRES,GENERAL BELGRANO,6,301,23760,23336,64394,2759,06301
Soja,2022/23,BUENOS AIRES,GENERAL BELGRANO,6,301,26811,26244,41175,1569,06301
Soja,2023/24,BUENOS AIRES,GENERAL BELGRANO,6,301,25860,25367,69203,2728,06301
Soja,2024/25,BUENOS AIRES,GENERAL BELGRANO,6,301,28898,28232,75826,2686,06301
Soja,2021/22,BUENOS AIRES,GENERAL GUIDO,6,308,2000,2000,4300,2150,06308
Soja,2022/23,BUENOS AIRES,GENERAL GUIDO,6,308,2200,2200,3200,1455,06308
Soja,2023/24,BUENOS AIRES,GENERAL GUIDO,6,308,3000,3000,5250,1750,06308
Soja,2024/25,BUENOS AIRES,GENERAL GUIDO,6,308,2500,2500,4000,1600,06308
Soja,2021/22,BUENOS AIRES,GENERAL JUAN MADARIAGA,6,315,9500,9500,23820,2507,06315
Soja,2022/23,BUENOS AIRES,GENERAL JUAN MADARIAGA,6,315,10600,10600,28340,2674,06315
Soja,2023/24,BUENOS AIRES,GENERAL JUAN MADARIAGA,6,315,11600,11600,31069,2678,06315
Soja,2024/25,BUENOS AIRES,GENERAL JUAN MADARIAGA,6,315,12100,12100,30700,2537,06315
Soja,2021/22,BUENOS AIRES,GENERAL LA MADRID,6,322,35000,35000,64500,1843,06322
Soja,2022/23,BUENOS AIRES,GENERAL LA MADRID,6,322,40000,39000,80000,2051,06322
Soja,2023/24,BUENOS AIRES,GENERAL LA MADRID,6,322,33271,33271,69184,2079,06322
Soja,2024/25,BUENOS AIRES,GENERAL LA MADRID,6,322,45000,44986,70479,1567,06322
Soja,2021/22,BUENOS AIRES,GENERAL LAS HERAS,6,329,5100,4700,11440,2434,06329
Soja,2022/23,BUENOS AIRES,GENERAL LAS HERAS,6,329,5200,1200,1800,1500,06329
Soja,2023/24,BUENOS AIRES,GENERAL LAS HERAS,6,329,2100,1700,4600,2706,06329
Soja,2024/25,BUENOS AIRES,GENERAL LAS HERAS,6,329,3000,2400,6060,2525,06329
Soja,2023/24,BUENOS AIRES,GENERAL LAVALLE,6,336,100,100,250,2500,06336
Soja,2024/25,BUENOS AIRES,GENERAL LAVALLE,6,336,300,300,720,2400,06336
Soja,2021/22,BUENOS AIRES,GENERAL PAZ,6,343,4950,4500,12540,2787,06343
Soja,2022/23,BUENOS AIRES,GENERAL PAZ,6,343,5450,3950,5420,1372,06343
Soja,2023/24,BUENOS AIRES,GENERAL PAZ,6,343,7300,6850,19930,2909,06343
Soja,2024/25,BUENOS AIRES,GENERAL PAZ,6,343,10000,9500,25400,2674,06343
Soja,2021/22,BUENOS AIRES,GENERAL PINTO,6,351,85000,83000,232750,2804,06351
Soja,2022/23,BUENOS AIRES,GENERAL PINTO,6,351,81000,73740,139654,1894,06351
Soja,2023/24,BUENOS AIRES,GENERAL PINTO,6,351,78000,75000,230250,3070,06351
Soja,2024/25,BUENOS AIRES,GENERAL PINTO,6,351,84000,81000,251470,3105,06351
Soja,2021/22,BUENOS AIRES,GENERAL PUEYRREDON,6,357,19711,18711,30248,1617,06357
Soja,2022/23,BUENOS AIRES,GENERAL PUEYRREDON,6,357,18319,18319,52504,2866,06357
Soja,2023/24,BUENOS AIRES,GENERAL PUEYRREDON,6,357,31711,31711,76858,2424,06357
Soja,2024/25,BUENOS AIRES,GENERAL PUEYRREDON,6,357,29550,29550,78521,2657,06357
Soja,2021/22,BUENOS AIRES,GENERAL RODRIGUEZ,6,364,5650,5500,15290,2780,06364
Soja,2022/23,BUENOS AIRES,GENERAL RODRIGUEZ,6,364,5800,2850,4380,1537,06364
Soja,2023/24,BUENOS AIRES,GENERAL RODRIGUEZ,6,364,3750,3600,11290,3136,06364
Soja,2024/25,BUENOS AIRES,GENERAL RODRIGUEZ,6,364,3900,3500,10100,2886,06364
Soja,2021/22,BUENOS AIRES,GENERAL VIAMONTE,6,385,84000,83400,255650,3065,06385
Soja,2022/23,BUENOS AIRES,GENERAL VIAMONTE,6,385,84000,78790,140002,1777,06385
Soja,2023/24,BUENOS AIRES,GENERAL VIAMONTE,6,385,80000,79000,234800,2972,06385
Soja,2024/25,BUENOS AIRES,GENERAL VIAMONTE,6,385,78000,77000,240810,3127,06385
Soja,2021/22,BUENOS AIRES,GENERAL VILLEGAS,6,392,252000,249800,734330,2940,06392
Soja,2022/23,BUENOS AIRES,GENERAL VILLEGAS,6,392,269000,255030,521411,2045,06392
Soja,2023/24,BUENOS AIRES,GENERAL VILLEGAS,6,392,263000,259500,793950,3060,06392
Soja,2024/25,BUENOS AIRES,GENERAL VILLEGAS,6,392,279000,275500,848670,3080,06392
Soja,2021/22,BUENOS AIRES,GUAMINI,6,399,60000,60000,168000,2800,06399
Soja,2022/23,BUENOS AIRES,GUAMINI,6,399,56000,56000,140400,2507,06399
Soja,2023/24,BUENOS AIRES,GUAMINI,6,399,57000,57000,149700,2626,06399
Soja,2024/25,BUENOS AIRES,GUAMINI,6,399,81000,81000,238600,2946,06399
Soja,2021/22,BUENOS AIRES,HIPOLITO YRIGOYEN,6,406,72400,72400,195840,2705,06406
Soja,2022/23,BUENOS AIRES,HIPOLITO YRIGOYEN,6,406,63000,63000,125760,1996,06406
Soja,2023/24,BUENOS AIRES,HIPOLITO YRIGOYEN,6,406,54500,54500,145400,2668,06406
Soja,2024/25,BUENOS AIRES,HIPOLITO YRIGOYEN,6,406,61000,59810,158208,2645,06406
Soja,2021/22,BUENOS AIRES,JUNIN,6,413,108000,107700,333720,3099,06413
Soja,2022/23,BUENOS AIRES,JUNIN,6,413,98000,92000,143200,1557,06413
Soja,2023/24,BUENOS AIRES,JUNIN,6,413,99000,99000,308800,3119,06413
Soja,2024/25,BUENOS AIRES,JUNIN,6,413,100000,100000,332000,3320,06413
Soja,2021/22,BUENOS AIRES,LA PLATA,6,441,450,430,1196,2781,06441
Soja,2022/23,BUENOS AIRES,LA PLATA,6,441,520,280,430,1536,06441
Soja,2023/24,BUENOS AIRES,LA PLATA,6,441,450,430,1155,2686,06441
Soja,2024/25,BUENOS AIRES,LA PLATA,6,441,900,800,2440,3050,06441
Soja,2021/22,BUENOS AIRES,LAPRIDA,6,448,8489,8489,18896,2226,06448
Soja,2022/23,BUENOS AIRES,LAPRIDA,6,448,9972,9972,19944,2000,06448
Soja,2023/24,BUENOS AIRES,LAPRIDA,6,448,11434,11434,27675,2420,06448
Soja,2024/25,BUENOS AIRES,LAPRIDA,6,448,15995,15995,40686,2544,06448
Soja,2021/22,BUENOS AIRES,LAS FLORES,6,455,18735,18362,47706,2598,06455
Soja,2022/23,BUENOS AIRES,LAS FLORES,6,455,20279,19892,29548,1485,06455
Soja,2023/24,BUENOS AIRES,LAS FLORES,6,455,26427,25890,64539,2493,06455
Soja,2024/25,BUENOS AIRES,LAS FLORES,6,455,22538,22033,58301,2646,06455
Soja,2021/22,BUENOS AIRES,LEANDRO N. ALEM,6,462,62000,61200,182260,2978,06462
Soja,2022/23,BUENOS AIRES,LEANDRO N. ALEM,6,462,63000,58620,89432,1526,06462
Soja,2023/24,BUENOS AIRES,LEANDRO N. ALEM,6,462,60000,59200,175150,2959,06462
Soja,2024/25,BUENOS AIRES,LEANDRO N. ALEM,6,462,60000,59200,176936,2989,06462
Soja,2023/24,BUENOS AIRES,LEZAMA,6,466,7500,7200,22666,3148,06466
Soja,2024/25,BUENOS AIRES,LEZAMA,6,466,10000,9100,23700,2604,06466
