codigo_indec,provincia,departamento,lon,lat,dist_km__Gran Rosario (San Lorenzo),dist_km__Bahía Blanca (Ing. White),dist_km__Quequén (Necochea),dist_km,puerto_asignado,produccion_tn,flete_usd_tn,pizarra_usd_tn,pct_flete_sobre_bruto,valor_neto_usd_tn,flete_total_usd,valor_neto_total_usd,cultivo
06791,BUENOS AIRES,TANDIL,-59.182421944218625,-37.336213219105275,647.4920999999999,369.4273,171.2761,171.2761,Quequén (Necochea),387283,27.84798499636017,195.28,14.260541272204103,167.43201500363983,10785051.173345357,64843573.066654645,Maíz
06203,BUENOS AIRES,CORONEL SUAREZ,-61.889538863947195,-37.53390235249641,681.5496999999999,197.64010000000002,336.60240000000005,197.64010000000002,Bahía Blanca (Ing. White),476000,30.85938229240146,198.55,15.542373353010053,167.69061770759856,14689065.971183095,79820734.02881691,Maíz
86014,SANTIAGO DEL ESTERO,ALBERDI,-62.728523118219556,-26.522010379689878,857.0023,1661.686,1636.8876,857.0023,Gran Rosario (San Lorenzo),114642,75.93137821243894,176.20728662676862,43.092076193915915,100.27590841432968,8704925.061030425,11495830.692435583,Maíz
86098,SANTIAGO DEL ESTERO,JUAN F. IBARRA,-62.54498380501939,-28.040101966758847,656.9868,1461.6706000000001,1436.8723,656.9868,Gran Rosario (San Lorenzo),128233,66.76559996841094,176.20728662676862,37.890374028532484,109.44168665835768,8561553.18074924,14034035.80526118,Maíz
86077,SANTIAGO DEL ESTERO,GENERAL TABOADA,-62.33906332276559,-28.568459914726464,571.3545,1376.0384,1351.24,571.3545,Gran Rosario (San Lorenzo),178035,63.36063558997823,176.20728662676862,35.95801104649254,112.84665103679039,11280410.757261774,20090653.51733498,Maíz
06875,BUENOS AIRES,VILLARINO,-62.72592862270431,-39.12773506040854,881.5131,90.0711,427.5183,90.0711,Bahía Blanca (Ing. White),47808,18.88594475764302,198.55,9.511933899593563,179.664055242357,902899.2469733976,8589379.153026603,Maíz
86154,SANTIAGO DEL ESTERO,RIVADAVIA,-62.28012570988548,-30.020294220607752,450.7926,1255.4765,1230.678,450.7926,Gran Rosario (San Lorenzo),56532,56.70075710872865,176.20728662676862,32.17844062761643,119.50652951803997,3205407.200870648,6755943.126713836,Maíz
86063,SANTIAGO DEL ESTERO,CHOYA,-64.7641337367808,-28.75289752741607,758.93,1309.526,1498.7024,758.93,Gran Rosario (San Lorenzo),13160,71.54041546538375,176.20728662676862,40.600145904815065,104.66687116138488,941471.8675244501,1377416.024483825,Maíz
06672,BUENOS AIRES,RAUCH,-58.94375684770266,-36.571789752434725,582.2669000000001,448.24809999999997,255.48129999999998,255.48129999999998,Quequén (Necochea),74800,37.425093941975945,195.28,19.16483712718965,157.85490605802406,2799397.026859801,11807546.973140199,Maíz
06721,BUENOS AIRES,SALLIQUELO,-63.04811328648106,-36.671725123538934,586.7531,294.6321,494.4856,294.6321,Bahía Blanca (Ing. White),68000,42.29223659197583,198.55,21.30054726364937,156.25776340802418,2875872.0882543563,10625527.911745643,Maíz
06819,BUENOS AIRES,TORNQUIST,-62.29042388168122,-38.25780901510797,751.1006,69.8218,394.75309999999996,69.8218,Bahía Blanca (Ing. White),64000,16.090866184952997,198.55,8.104188458802819,182.459133815047,1029815.4358369918,11677384.564163009,Maíz
06196,BUENOS AIRES,CORONEL PRINGLES,-61.26388013364304,-38.1477681090934,759.481,156.4891,257.4506,156.4891,Bahía Blanca (Ing. White),150590,26.23273282421549,198.55,13.212154532468137,172.31726717578454,3950387.2359986105,25949257.26400139,Maíz
06351,BUENOS AIRES,GENERAL PINTO,-62.0399911433614,-34.66945617619091,379.2695,550.7883,612.1631,379.2695,Gran Rosario (San Lorenzo),283500,50.901850526534716,176.20728662676862,28.887483316369245,125.3054361002339,14430674.624272592,35524091.13441631,Maíz
06742,BUENOS AIRES,SAN CAYETANO,-59.58637207854255,-38.38871869071247,775.4089,274.5046,88.74419999999999,88.74419999999999,Quequén (Necochea),233640,18.68885469892124,195.28,9.570286101454958,176.59114530107877,4366464.011855959,41258755.18814404,Maíz
06833,BUENOS AIRES,TRES ARROYOS,-60.237908117282984,-38.51146210944293,781.4544000000001,209.27020000000002,164.1513,164.1513,Quequén (Necochea),470087,27.064883956539603,195.28,13.859526811009628,168.2151160434604,12722850.104477832,79075739.25552216,Maíz
06189,BUENOS AIRES,CORONEL DORREGO,-61.09559869190518,-38.67080875845936,844.9443,117.1036,235.3183,117.1036,Bahía Blanca (Ing. White),291290,22.136236761058225,198.55,11.14894825538062,176.41376323894178,6448064.4061286505,51387565.093871355,Maíz
06581,BUENOS AIRES,NECOCHEA,-59.16810082550853,-38.25453602292349,760.0668000000001,331.07370000000003,57.133,57.133,Quequén (Necochea),246667,14.528234402293734,195.28,7.439693979052506,180.75176559770625,3583635.9953105883,44585495.76468941,Maíz
06466,BUENOS AIRES,LEZAMA,-57.89476186021153,-35.84922566153294,492.6739,634.2850999999999,374.1606,374.1606,Quequén (Necochea),51060,50.380352722653235,195.28,25.799033553181705,144.89964727734676,2572420.810018674,7398575.989981325,Maíz
06218,BUENOS AIRES,CHASCOMUS,-57.90381763617486,-35.61883348658073,466.0024,676.1283000000001,416.0038,416.0038,Quequén (Necochea),53200,54.18912493135095,195.28,27.749449473244038,141.09087506864904,2882861.446347871,7506034.553652129,Maíz
06655,BUENOS AIRES,PUNTA INDIO,-57.39926283006308,-35.426010657906566,475.6313,720.7981,460.6737,460.6737,Quequén (Necochea),4402,57.41414560380712,195.28,29.40093486471073,137.86585439619287,252737.06894795893,606885.4910520411,Maíz
